Soll,Ist
2,2.0040281319577575
5,4.9594939400019715
7,7.000374562853551
9,9.015030181892868
5,4.9971679361277435
4,3.998136963625332
8,8.00494755263951
8,8.006174057725756
4,3.9969420707375565
9,9.031274271357123
0,7.94226155887327E-6
8,8.006280315522252
9,9.00487600771736
3,2.99927942920011
0,8.360616910045686E-6
1,1.0212674544336795
2,2.0038814072851094
3,3.0151655594991933
4,4.088849935786146
5,4.868119912779709
6,6.000084551958631
7,8.69794723196255
8,7.991109647828861
9,9.009274385503744
0,7.759270912584144E-6
1,0.9993382586469237
2,2.003456713009367
3,2.9644770277818298
4,4.00223742664541
5,5.050676100686104
6,5.945417447987645
7,8.721916226828391
8,8.004112619093604
9,8.98873572524303
0,7.95355049017576E-6
1,0.9975473415662629
2,2.0048330067055615
3,1.5514119888648745
4,1.503455998076986
5,4.980640757529589
6,5.988932887411899
7,4.329141258511654
8,8.50413020071574
9,9.019903072543027
0,7.784643156614899E-6
9,8.99235954441523
5,4.875131725878443
5,4.908328703546766
6,5.860253739984306
5,7.304414866025313
0,7.460058415274466E-6
9,8.998586717848486
8,8.005150814255238
9,8.998116895868481
8,7.995077689269219
4,4.00681499247659
1,1.0000739911573784
7,8.956592845456537
7,7.209890645804854
3,3.0096807602592417
5,4.935675886051579
1,1.001084209174797
0,7.9661912446062E-6
0,7.916868355057968E-6
2,1.9790770784922793
2,2.0063809657110956
7,8.6924875529462
8,8.344443448091592
2,2.0055780919579296
0,7.881676542196847E-6
1,1.0758757361259563
2,2.000478212942514
6,6.006413154836016
3,2.8050594253684236
3,3.1445713204189785
7,4.665093205678127
3,1.446269264590617
3,2.885620348509972
4,4.002641280682627
6,6.007120056125723
6,5.791129113977894
6,6.001653834990006
4,4.001887424985579
9,8.999995586989332
1,0.9972744750667135
5,5.260702361754808
0,8.606884650129432E-6
9,8.997863268611402
5,5.015625192555761
2,2.0026998620304717
8,7.751656365155722
2,2.0063082467276714
0,7.741785055955838E-6
0,8.309793975634997E-6
1,0.9995747066504355
7,7.223969464862021
6,6.003364389854601
3,3.0183147080184227
2,2.014956322602384
1,0.99761566933687
7,7.329380459866743
4,4.039994597517794
6,5.97342717818653
3,2.982820239108804
1,0.9992671561327806
3,3.011875298150879
9,8.999930751767266
1,0.9997816568488304
7,9.015249002745756
6,6.013888909683108
8,8.803213989787695
4,4.005866133251347
3,3.0033129294455807
1,1.0019100358029718
4,3.2145575717710924
0,7.889976860133154E-6
5,4.943391001459311
3,2.425040239457776
6,6.01086694134385
9,7.154139205534031
6,3.3273102762106967
1,0.9986146969323945
7,7.559959665691093
5,5.040300273640628
4,7.556372923300537
4,4.003329211547237
7,6.551426552204424
2,2.005560091925467
8,7.9734210380595805
2,2.004278132225312
2,1.9804600780923975
5,5.063485145543928
7,8.694784047740859
9,8.498046737532183
5,5.011216144345073
4,4.005903153875996
8,7.999201810989146
8,8.005233421551123
4,4.176271369034724
9,8.536627916772701
0,9.974509343020355E-6
8,8.003966056824256
9,8.99780512404659
8,8.127323203211205
0,9.398049106664356E-6
1,0.9708037738605481
2,4.245406543455442
3,4.599370620712172
4,3.995297060929665
5,4.822619031826429
6,5.904780818315535
7,3.986825344942693
8,7.98036397166907
9,8.981997108073026
0,3.4575894533623736E-5
1,1.2720297029984204
2,2.0060874326837483
3,2.993606230386017
4,4.0928016034467785
5,5.051912359496984
6,5.978578534697283
7,7.008812024561488
8,7.9953634169511725
9,9.007675901122102
0,3.303272667840991E-5
1,1.8731075289370105
2,2.002257457837814
3,2.3917131820483823
4,4.003098165573242
5,4.967704304450825
6,5.990027712012678
7,7.004745037094757
8,8.004342304422277
9,9.086820564318218
0,8.231869448881851E-6
9,8.432639962165432
5,4.988745140941824
5,5.051377314261927
6,5.938219541065511
5,5.197682148986251
0,1.6819914793545398E-5
9,8.986865099407968
8,8.106341283769451
9,7.262075626964306
8,8.00452034446025
4,3.992633352206796
1,0.7211701933439213
7,7.005740995486795
7,7.008739281427179
3,2.9742362646236082
5,5.057029254316539
1,2.004923456815507
0,2.836014840280682E-4
0,8.196350036305584E-6
2,2.006069015271245
2,2.0055747468781435
7,6.966176222964393
8,8.885509523895408
2,2.0054196058005265
0,1.5122691302240904E-5
1,3.0645139070021177
2,2.0075836072023456
6,6.017989514797222
3,1.8406126042399527
3,3.007525151688454
7,7.006033709561259
3,1.1373312679268686
3,2.08845404903777
4,4.001530581701324
6,5.85835759034693
6,5.993140510143161
6,5.3660933862552795
4,3.992972492737805
9,8.947797060460752
1,0.5482066878114423
5,4.967760161198513
0,5.679413260134256E-4
9,9.047524089766764
5,5.1670022343330135
2,2.00161720252064
8,8.2303220121472
2,2.0089819862698097
0,3.5553903635710514E-4
0,4.9609271778812636E-5
1,1.4479499984272772
7,7.005875862066649
6,5.767856465946934
3,2.5479387087475485
2,2.019891628842078
1,0.9985347536770826
7,7.004497973635093
4,4.741435588435298
6,5.753469341644638
3,4.387484109906011
1,2.5971880842693458
3,1.2281152714343955
9,9.001465270744841
1,1.045212505586088
7,7.005931959679649
6,5.985488667595896
8,7.995265865168321
4,3.998739645524643
3,2.9950234941520932
1,1.0006595883178315
4,4.003841894297146
0,0.005863409702632331
5,5.110056744371384
3,2.9605806261951284
6,5.984730373870816
9,8.841890977129072
6,5.958605339034092
1,1.0348698308901374
7,7.006540024260284
5,5.046866546033922
4,4.009351199061452
4,4.001571176627195
7,7.000694255872873
2,2.0032309787008384
8,8.004226834656821
2,2.0029328821165286
2,2.0069042530090884
5,4.658643107804103
7,7.0111489545080445
9,8.99105513520373
5,5.061931447534337
4,4.02236278736889
8,8.015303629930894
8,7.971761447407432
4,3.986356260764436
9,9.00222046778487
0,1.6603110369921383E-5
8,7.990879844304758
9,8.988590699472862
8,7.986491431166952
0,7.897934611075237E-6
1,1.0713555835660327
2,2.642126848969553
3,3.001885222568891
4,4.003652439096771
5,5.010595709482754
6,6.001982829529661
7,7.007224834907974
8,7.990751071072706
9,8.993453900363946
0,1.9093660909407227E-5
1,1.003486644094971
2,1.3345694949041864
3,3.0099879505304017
4,0.7389229225758223
5,5.0431940669888595
6,6.001124678876435
7,7.003726067992469
8,8.000850288703191
9,9.010689608962219
0,8.04270774205801E-6
1,1.0019705893581607
2,2.014349953232087
3,3.0056310646460007
4,4.621742415857605
5,5.1410572031990345
6,5.994312204489793
7,6.997158383372987
8,8.005962534125675
9,6.921379525031613
0,1.0980175933868704E-4
9,9.166924029056977
5,4.039867520217034
5,4.81942868986677
6,6.002593233346213
5,5.216990764730559
0,7.892365353452836E-6
9,2.244900713679849
8,8.004758708723392
9,6.4926532256247595
8,8.005348035484054
4,3.041101081483359
1,7.66482315927855
7,6.996666579648999
7,7.002918102704458
3,3.029471657900626
5,5.107737744429691
1,1.0049258124889695
0,7.95584215556169E-6
0,1.3203109454573625E-5
2,2.139650116970055
2,1.7777289262417408
7,7.0080903105150725
8,8.00485126716295
2,1.4423239269715271
0,8.010274765369841E-6
1,0.9986224681093152
2,1.9286322974090189
6,6.004202030878876
3,3.013771318300689
3,3.001378447211498
7,7.0073096689700325
3,3.006584214720771
3,3.0037050973359696
4,4.046612280376036
6,5.99410027299548
6,6.000268713860844
6,6.0033308872245525
4,3.8531872885406564
9,9.00037822303193
1,1.065135881795924
5,5.036484448986188
0,7.905458672554646E-6
9,8.974915955918107
5,5.116930352104474
2,2.251337711124408
8,7.9897469403527035
2,6.9367656374867295
0,7.882512690950775E-6
0,7.840825312871829E-6
1,1.0049587874087762
7,7.005406345537971
6,5.992395453377458
3,3.007233182454296
2,2.1850236837810764
1,6.202651213728851
7,7.004995194229241
4,3.689429696921371
6,6.004295685357687
3,3.007240660860842
1,1.0182039459232035
3,2.8846257119813257
9,8.999352874395274
1,1.0304386782327244
7,7.01568123509907
6,6.000041444680988
8,8.006657365027444
4,4.002782794136229
3,3.0254968673520537
1,5.237170100494098
4,4.496349924750447
0,7.912980562615915E-6
5,4.99433682416969
3,3.0028745604679186
6,6.004696296552792
9,7.920287897758178
6,6.005214576703803
1,4.177278372951698
7,7.008021383816356
5,5.066469361728807
4,4.008482803532786
4,5.25830761285932
7,7.0054661551271575
2,1.548953850681185
8,8.002032201147033
2,1.8150670753626006
2,2.027069379371491
5,4.965346388338627
7,7.007064717119576
9,7.552186518796619
5,4.124418569494511
4,3.9921001457059395
8,8.006268457674135
8,7.969034198926023
4,5.17771612751739
9,9.0221136153196
0,7.910398324026363E-6
8,8.006421216915248
9,9.088304516886037
8,8.01051638319223
0,2.2962482602209532E-5
1,0.9997281992951867
2,2.0054995615206046
3,4.646517591197099
4,4.578370323175712
5,4.904394977837078
6,6.007234348591637
7,7.005951296538845
8,8.018324200777984
9,9.000559240751581
0,8.784155427843841E-6
1,0.9991472875404592
2,2.003427540101211
3,3.003194272669786
4,3.9966236019008488
5,4.9246002380390905
6,5.714151429565131
7,7.0046816439999215
8,6.033845691740515
9,9.016623328338545
0,5.9623550095996405E-5
1,0.9999416564164575
2,2.0074226293743087
3,3.006904223887555
4,4.002670535317891
5,4.989304394389338
6,6.009942949464301
7,7.004063128283501
8,8.058557289222088
9,7.994437372133678
0,1.3710558522857638E-5
9,9.00758509169269
5,5.9851758621070426
5,4.906809734357138
6,6.004688731726455
5,4.654284635545026
0,8.12855598713678E-6
9,8.9033600482726
8,8.040666201277618
9,8.99744492558643
8,9.194105569775994
4,3.9972410297663723
1,1.0072175434459376
7,7.00217881862617
7,7.007011211893932
3,3.0154298816471012
5,4.988093744214569
1,0.9946899467063336
0,5.572341290531259E-4
0,2.694623919670666E-4
2,2.0057212442879595
2,2.006809430404097
7,7.051034603678202
8,9.166636910576239
2,2.0078617874267186
0,8.706188295756424E-6
1,1.2258006961215213
2,2.00447662871869
6,6.003545124877359
3,3.002127720658165
3,2.971029459143153
7,7.005815731334613
3,3.002078094849008
3,3.007921147387456
4,3.9969916373743115
6,6.0104654144504055
6,6.002989058135213
6,5.998505358300738
4,3.9956723086185146
9,8.99566058174538
1,1.0060923302781324
5,5.044646025166698
0,1.4130256828224557E-5
9,8.976024411270169
5,5.095144565336308
2,2.0047135145787216
8,7.989498511508897
2,2.006723583636095
0,7.727148967106675E-6
0,8.458072907011313E-6
1,1.09652437903992
7,7.002020467032195
6,5.999083566606548
3,3.0030488646534197
2,2.0032804708825798
1,0.9475684374959948
7,7.006631125471397
4,3.9868035913318107
6,6.007823872761278
3,3.000109510565267
1,0.997206939419292
3,3.0038439445842124
9,8.999198511578339
1,0.9985828282313354
7,7.004273229937023
6,6.004031362711494
8,8.078256270763486
4,4.001881814019686
3,3.005105141129481
1,1.0012285116773305
4,3.9810084185909362
0,7.907086803226981E-6
5,5.0263544185818985
3,3.010081074536129
6,6.0165338894730525
9,9.001075654300783
6,6.0023288868850315
1,0.9375889678149534
7,7.006515999872928
5,5.011155818807282
4,3.997749217460112
4,3.9924931988256622
7,7.003882037451492
2,2.0092785590934525
8,7.860554197857849
2,1.7833392296645219
2,1.967766720643239
5,4.811133785565154
7,7.001334145514746
9,9.004130024718616
5,5.144986952643592
4,4.00481061533176
8,7.828336929330872
8,8.313598871348669
4,3.9301440600525543
9,9.183603169431732
0,2.8817332325843496E-4
8,7.916770877207776
9,9.011074428353043
8,7.922525707975099
1,1.2352563501180893
2,2.0049217510057833
3,2.989768204448339
4,3.999262392340139
5,4.975769063022392
6,6.0038939839948515
7,6.901140033887968
8,8.005367874025971
9,9.00085566544792
0,5.6547491647594014E-5
1,0.9000459184244558
2,2.0115982824801155
3,2.9252534856990584
4,4.003657448759649
5,3.5417561923937764
6,6.001250082136364
7,7.535907537199008
8,8.004991022619349
9,8.992771423931192
0,1.0125323673127123E-5
1,0.7186703322669059
2,2.003551814462802
3,3.0081089388385203
4,4.003513338205557
5,5.020943676305847
6,5.997660938190577
7,6.983124682595055
8,8.005481412321075
9,8.999430154233181
0,5.358890099470846E-5
9,9.000143633145324
5,5.122889689532471
5,4.985373812271522
6,6.002413710831296
5,4.949097356075752
0,7.928143220663284E-6
9,9.001934401583242
8,8.004438096726682
9,8.999482662448969
8,8.005617215745493
4,4.001846778976317
1,1.047906657959026
7,6.999753371761717
7,7.089554408826055
3,2.9797844727180833
5,2.149502192148591
1,0.8501483398217935
2,2.0030700921929965
7,7.045696757303221
8,8.005609775158689
2,2.0018955257759647
0,8.010876153469277E-6
1,1.4934264654454767
2,2.0020381967332472
6,6.004555876994235
3,3.0006295853538423
3,2.8901887978283596
7,7.008733276389201
3,2.129517550415641
3,1.6505816940950613
4,3.9992292317057454
6,5.998563729110349
6,5.996537651314658
6,6.002913839985718
4,4.0229909814176255
9,9.001439339671297
1,1.014877985407273
5,5.039239252396599
0,8.033250598737915E-6
9,9.003015124291762
5,5.054764452218379
2,2.0035023168793544
8,8.006066698832498
2,2.0014556326013717
0,1.2309268503923197E-5
0,8.43122468634116E-6
1,1.017433440982105
7,7.005957261569799
6,6.003073558646353
3,2.183497809902308
2,2.0031797317735145
1,0.9860547314551729
4,4.0000448976425504
6,6.001646097840855
3,2.9915789856778723
1,1.2317852650176162
3,1.5995375869890258
9,8.681168020911247
1,1.00986502493175
7,7.003599392563942
6,5.9825428993627385
8,8.046109456103968
4,4.004253973136275
3,2.9994240364563933
1,1.045194256383806
4,4.000452390030766
0,7.36990337657709E-6
5,5.069528466637364
3,5.671926678282678
6,5.998691256019432
9,8.920179918922107
6,5.998383841925121
1,0.896428575929994
7,7.011965953045372
5,4.955445951628877
4,3.999364436891091
4,4.002585582953924
7,6.983073775019081
2,2.0061945593338844
8,8.004800891859338
2,2.0022760220179863
2,2.003435300066334
5,5.195844854561892
7,6.98112970870508
9,8.858944202778748
5,4.9693873957541
4,4.008800015571862
4,3.9999170906023647
9,8.996365113076312
0,1.699448785522788E-5
8,8.033086201267482
9,8.987136389229757
8,8.00584924271598
0,1.0637465098233716E-5
1,1.0041203017962812
2,2.0058993974900012
3,2.973255184107184
4,4.027703480150267
5,5.157529463892719
6,6.00204612124579
7,6.9981732209364615
8,7.827587017993411
9,9.137446624274583
0,7.914483871345568E-6
1,0.9972144459702372
2,2.002826195566835
3,3.020938595102179
4,4.012501684905089
5,4.884594097503917
6,6.003348739941153
7,6.996595613240881
8,8.005332587862258
9,8.888493098307617
0,1.087696427387087E-5
1,0.9971497836451073
2,2.002506952100184
3,3.0129096785395766
4,4.002721027632036
5,5.006553197543089
6,6.00366517927911
7,7.004822324030967
8,8.563220241352187
9,4.7085180607951695
0,1.1763267183900942E-5
9,8.99414673087923
5,4.976276880610314
5,4.940615906372864
6,6.004232605887428
5,4.366530824513738
0,8.07283425393742E-6
9,8.985499339886003
8,8.003596246337338
9,9.034004994119947
8,7.958389034476952
4,3.999024535601468
1,1.0048091787604843
7,7.0092285100726395
7,7.004008338208488
3,3.0085823187797587
5,5.072944374472488
1,0.9976551864006391
0,4.8479665906719986E-4
0,7.036279366097973E-5
7,7.004177765745584
8,8.005755978402918
2,2.0030542663953876
0,8.074055436686787E-6
1,1.0150892831190004
2,2.0029050059195312
6,6.003054819767424
3,3.002101444013477
3,3.0058179855613614
7,7.015320262581027
3,3.015979529976565
3,2.997578204391172
4,3.9965853915381064
6,6.0039563150916795
6,6.004056201332539
6,6.00343116527927
4,7.995844691111881
9,8.713555877422246
1,0.9996833605392118
5,5.06068265019349
0,7.854510044178062E-6
9,8.648750182888408
5,4.839561387784775
2,2.005820877551527
8,8.002122198737817
2,2.006741048673773
0,8.088290121985856E-6
0,8.99271836236632E-6
1,0.9992664716879522
7,7.043716062467105
6,6.001850185655014
3,3.0166634267979737
2,2.002537066534869
1,0.9974729861726375
7,4.995769049210688
4,3.9994961884871048
6,6.002664578872686
3,3.0272974858531825
1,1.117461345044596
3,9.050532831830795
9,9.075662293109147
1,0.9993708357949692
7,7.00497210967499
6,6.002774764085168
8,8.00430189320693
4,4.035766271380302
3,2.97359870041291
1,1.0113571583924434
4,3.9989213376334742
0,9.136058524580332E-6
5,5.023811165322025
3,3.017641569225877
6,6.009851953553801
9,8.994759673255583
6,6.00151042899038
1,0.9974611762390461
7,7.001050258024385
5,4.9265008604247695
4,3.995847233524894
4,4.013536057332104
7,7.006690190822007
2,2.0047645135464887
8,7.999485101316904
2,2.001695189524121
2,2.0028293235594337
5,5.139350682363135
7,6.984495896748251
9,8.97696372932635
5,4.941404191148246
4,3.9957695808852507
8,1.989113833214851
8,8.556942949364393
4,7.00967801766304
9,8.98793134042073
0,8.459760435801552E-6
8,7.99044476389505
9,8.998124382570607
8,7.997661867646152
0,2.6274316565184635E-5
1,0.9986794068482806
2,2.005471967477283
3,3.0091025650229413
4,3.9977207263175663
5,4.803930542100504
6,6.003490392772589
7,7.003417718953621
8,8.002253037852661
9,9.006284083050613
0,9.129959279504076E-6
1,0.9970026590116563
2,2.004361948940775
3,3.0099181352924593
4,4.002660566665339
5,4.886203598659466
6,6.0008649127180425
7,7.006598828443492
8,8.00637544622565
9,9.000415518350986
0,1.5318066157422888E-4
1,1.0119043932296503
2,2.0299070223138
3,3.030650415953857
4,3.997383075268692
5,5.167676796814127
6,6.004660895296277
7,7.010421712428191
8,8.00588501516177
9,9.00358264826789
0,2.069380392761687
9,9.001473936396224
5,5.032567388641622
5,4.920265653462451
6,6.001949531566517
5,4.966619236528046
0,8.0653219153209E-6
9,8.991844926110353
8,6.998603462704818
9,8.999167567716778
8,4.610552503217496
4,4.008602001473716
1,1.0003057737503398
7,7.005751518275587
7,7.006778630223723
3,4.678946913547403
5,5.219437915399038
1,1.0082300300854508
0,7.600757965577098E-6
0,2.1592985852118357E-5
2,2.0062419054960605
2,2.411097649803617
7,7.006857405791958
8,8.101314357174498
2,2.0034323930143354
0,2.7111368581641223E-5
1,1.00090280835877
2,2.0072256113454943
6,6.00823277459577
3,3.043007424981691
3,3.0067327481759643
7,7.0021397529614955
3,3.014517290904184
3,3.0030413914736864
4,4.068979005241885
6,6.0037679524557905
6,6.005024201090853
6,6.001825405892002
4,3.9901698751000247
9,9.00244315166408
1,1.0012563748781542
5,5.269106779162404
0,0.05560372115760345
9,9.006184747677938
5,4.922772400371157
2,2.0074392968760115
8,8.008378631660818
2,2.008977926490757
0,1.3364976597292474E-4
0,2.287060435509021E-5
1,1.0015378231756886
7,7.006839843447089
6,5.99724326021159
3,3.0051172643822173
2,2.0510692816731475
1,1.052686888350569
7,6.985743296683713
4,3.996777167578104
6,6.006777159460219
3,2.9982141570735106
1,1.0006167514511357
3,3.0147008738570067
9,8.99984897533294
1,0.9971700754352885
7,7.004271779356973
6,6.003704760290978
8,8.095320292255577
4,3.9931058884357196
3,3.009776934039073
1,1.017707925542822
4,3.997364292545834
0,2.151238120416497E-4
5,4.940405379917749
3,3.003841369538192
6,6.002634017420921
9,9.003941000342135
6,6.000713599930196
1,1.5292112668514046
7,7.028460448244292
5,5.128395398977875
4,4.003843115266272
4,3.9973237140917908
7,7.006326410867723
2,2.2010152612236484
8,7.9778121202611265
2,2.003260639635636
2,2.0077613001314156
5,0.4603854423285067
7,7.001849955690599
9,9.006513219141008
5,5.032100918002925
4,4.003269534059928
8,7.8819213822073175
8,8.059849193244947
4,3.9658476944570316
9,9.002741225825837
0,4.121287191175785
8,7.9931549119371335
9,9.007420760220592
8,8.003295764574258
0,4.771611649262319E-4
1,1.2786435550247768
2,2.0065425161409998
3,3.0117152035463817
4,4.032948835258798
5,4.937984062401948
6,5.9731863773160185
7,6.993018924350023
8,8.007036943393993
9,8.972378629970857
0,1.0206081139252498E-5
1,1.002707050323255
2,1.9950421619450558
3,3.0081581079521253
4,5.259205433205258
5,5.104804433593482
6,6.001192146526374
7,7.00706911869305
8,8.004619429401439
9,8.996363954473383
0,2.0934780694502767E-4
1,7.643298001220583
2,2.006872092692901
3,2.989701634865835
4,4.0036389362274765
5,5.051180747924339
6,6.003942363492256
7,7.005849022713283
8,8.00622902162093
9,8.999982327558872
0,7.867489332446487E-6
9,8.991074265625624
